# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 260:         5.180       52.100       1.90  DE BILT
# 279:         6.574       52.750      15.80  HOOGEVEEN
# 310:         3.596       51.442       8.00  VLISSINGEN
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# 
# STN,YYYYMMDD,   TG
# 
  260,20151201,   97
  260,20151202,  110
  260,20151203,   98
  260,20151204,   94
  260,20151205,   79
  260,20151206,  105
  260,20151207,  105
  260,20151208,   98
  260,20151209,   76
  260,20151210,   59
  260,20151211,   70
  260,20151212,   76
  260,20151213,   68
  260,20151214,   76
  260,20151215,   74
  260,20151216,  114
  260,20151217,  136
  260,20151218,  118
  260,20151219,  122
  260,20151220,  116
  260,20151221,  104
  260,20151222,  130
  260,20151223,  106
  260,20151224,   98
  260,20151225,   96
  260,20151226,  131
  260,20151227,  118
  260,20151228,   89
  260,20151229,   75
  260,20151230,   69
  260,20151231,   78
  279,20150101,   29
  279,20150102,   65
  279,20150103,   41
  279,20150104,   33
  279,20150105,   23
  279,20150106,   33
  279,20150107,   40
  279,20150108,   58
  279,20150109,   84
  279,20150110,   91
  279,20150111,   57
  279,20150112,   81
  279,20150113,   80
  279,20150114,   35
  279,20150115,   72
  279,20150116,   50
  279,20150117,   23
  279,20150118,   14
  279,20150119,    7
  279,20150120,    9
  279,20150121,   -5
  279,20150122,  -14
  279,20150123,  -29
  279,20150124,    7
  279,20150125,   23
  279,20150126,   40
  279,20150127,   40
  279,20150128,   43
  279,20150129,   18
  279,20150130,    9
  279,20150131,   15
  279,20150201,    5
  279,20150202,   13
  279,20150203,    8
  279,20150204,   -6
  279,20150205,  -11
  279,20150206,  -11
  279,20150207,   17
  279,20150208,   41
  279,20150209,   59
  279,20150210,   56
  279,20150211,   41
  279,20150212,   24
  279,20150213,   36
  279,20150214,   58
  279,20150215,   16
  279,20150216,   13
  279,20150217,   17
  279,20150218,   14
  279,20150219,   25
  279,20150220,   43
  279,20150221,   32
  279,20150222,   24
  279,20150223,   46
  279,20150224,   47
  279,20150225,   38
  279,20150226,   60
  279,20150227,   47
  279,20150228,   38
  279,20150301,   69
  279,20150302,   45
  279,20150303,   28
  279,20150304,   40
  279,20150305,   49
  279,20150306,   58
  279,20150307,   77
  279,20150308,   90
  279,20150309,   81
  279,20150310,   68
  279,20150311,   32
  279,20150312,   37
  279,20150313,   24
  279,20150314,   35
  279,20150315,   48
  279,20150316,   66
  279,20150317,   77
  279,20150318,   78
  279,20150319,   64
  279,20150320,   45
  279,20150321,   55
  279,20150322,   30
  279,20150323,   31
  279,20150324,   46
  279,20150325,   53
  279,20150326,   51
  279,20150327,   59
  279,20150328,   64
  279,20150329,   86
  279,20150330,   62
  279,20150331,   71
  279,20150401,   49
  279,20150402,   46
  279,20150403,   53
  279,20150404,   37
  279,20150405,   47
  279,20150406,   65
  279,20150407,   65
  279,20150408,   85
  279,20150409,   92
  279,20150410,  111
  279,20150411,   85
  279,20150412,   92
  279,20150413,   74
  279,20150414,  106
  279,20150415,  121
  279,20150416,   83
  279,20150417,   64
  279,20150418,   72
  279,20150419,   75
  279,20150420,   93
  279,20150421,   87
  279,20150422,   76
  279,20150423,   91
  279,20150424,  116
  279,20150425,  111
  279,20150426,   89
  279,20150427,   69
  279,20150428,   49
  279,20150429,   85
  279,20150430,   80
  279,20150501,   72
  279,20150502,   80
  279,20150503,  123
  279,20150504,  146
  279,20150505,  147
  279,20150506,  113
  279,20150507,  112
  279,20150508,  130
  279,20150509,  125
  279,20150510,  127
  279,20150511,  172
  279,20150512,  138
  279,20150513,  114
  279,20150514,   95
  279,20150515,   78
  279,20150516,   84
  279,20150517,  100
  279,20150518,  101
  279,20150519,   87
  279,20150520,   97
  279,20150521,  114
  279,20150522,  146
  279,20150523,  108
  279,20150524,  119
  279,20150525,  118
  279,20150526,  102
  279,20150527,  125
  279,20150528,  115
  279,20150529,  112
  279,20150530,   97
  279,20150531,  119
  279,20150601,  120
  279,20150602,  143
  279,20150603,  133
  279,20150604,  139
  279,20150605,  211
  279,20150606,  152
  279,20150607,  131
  279,20150608,  110
  279,20150609,  113
  279,20150610,  143
  279,20150611,  157
  279,20150612,  190
  279,20150613,  175
  279,20150614,  130
  279,20150615,  110
  279,20150616,  107
  279,20150617,  145
  279,20150618,  135
  279,20150619,  117
  279,20150620,  116
  279,20150621,  128
  279,20150622,  114
  279,20150623,  114
  279,20150624,  145
  279,20150625,  175
  279,20150626,  183
  279,20150627,  168
  279,20150628,  162
  279,20150629,  180
  279,20150630,  188
  279,20150701,  235
  279,20150702,  258
  279,20150703,  235
  279,20150704,  246
  279,20150705,  201
  279,20150706,  178
  279,20150707,  200
  279,20150708,  153
  279,20150709,  123
  279,20150710,  153
  279,20150711,  195
  279,20150712,  168
  279,20150713,  169
  279,20150714,  181
  279,20150715,  172
  279,20150716,  190
  279,20150717,  209
  279,20150718,  173
  279,20150719,  150
  279,20150720,  177
  279,20150721,  199
  279,20150722,  181
  279,20150723,  166
  279,20150724,  178
  279,20150725,  155
  279,20150726,  146
  279,20150727,  157
  279,20150728,  152
  279,20150729,  134
  279,20150730,  139
  279,20150731,  129
  279,20150801,  146
  279,20150802,  164
  279,20150803,  212
  279,20150804,  164
  279,20150805,  174
  279,20150806,  202
  279,20150807,  197
  279,20150808,  172
  279,20150809,  170
  279,20150810,  181
  279,20150811,  189
  279,20150812,  181
  279,20150813,  206
  279,20150814,  208
  279,20150815,  189
  279,20150816,  152
  279,20150817,  160
  279,20150818,  151
  279,20150819,  158
  279,20150820,  167
  279,20150821,  180
  279,20150822,  189
  279,20150823,  193
  279,20150824,  182
  279,20150825,  164
  279,20150826,  196
  279,20150827,  157
  279,20150828,  151
  279,20150829,  161
  279,20150830,  187
  279,20150831,  210
  279,20150901,  156
  279,20150902,  129
  279,20150903,  124
  279,20150904,  131
  279,20150905,  126
  279,20150906,  127
  279,20150907,  141
  279,20150908,  133
  279,20150909,  123
  279,20150910,  123
  279,20150911,  129
  279,20150912,  149
  279,20150913,  169
  279,20150914,  151
  279,20150915,  125
  279,20150916,  150
  279,20150917,  145
  279,20150918,  137
  279,20150919,  130
  279,20150920,  134
  279,20150921,  142
  279,20150922,  125
  279,20150923,  123
  279,20150924,  121
  279,20150925,  119
  279,20150926,   98
  279,20150927,  109
  279,20150928,  116
  279,20150929,  101
  279,20150930,  109
  279,20151001,   99
  279,20151002,  102
  279,20151003,  103
  279,20151004,  109
  279,20151005,  129
  279,20151006,  143
  279,20151007,  152
  279,20151008,  135
  279,20151009,  129
  279,20151010,   93
  279,20151011,   56
  279,20151012,   40
  279,20151013,   44
  279,20151014,   56
  279,20151015,   69
  279,20151016,   76
  279,20151017,   78
  279,20151018,   82
  279,20151019,   93
  279,20151020,   88
  279,20151021,   99
  279,20151022,  114
  279,20151023,  102
  279,20151024,  111
  279,20151025,   96
  279,20151026,   96
  279,20151027,   80
  279,20151028,   76
  279,20151029,  111
  279,20151030,   92
  279,20151031,   81
  279,20151101,   64
  279,20151102,   64
  279,20151103,   76
  279,20151104,  111
  279,20151105,  132
  279,20151106,  148
  279,20151107,  159
  279,20151108,  126
  279,20151109,  130
  279,20151110,  146
  279,20151111,  126
  279,20151112,  128
  279,20151113,  108
  279,20151114,   85
  279,20151115,  132
  279,20151116,  119
  279,20151117,  123
  279,20151118,  116
  279,20151119,  105
  279,20151120,   68
  279,20151121,   37
  279,20151122,   21
  279,20151123,   28
  279,20151124,   29
  279,20151125,   54
  279,20151126,   37
  279,20151127,   44
  279,20151128,   60
  279,20151129,   91
  279,20151130,   79
  279,20151201,   81
  279,20151202,  100
  279,20151203,   88
  279,20151204,   88
  279,20151205,   77
  279,20151206,  100
  279,20151207,  102
  279,20151208,   98
  279,20151209,   70
  279,20151210,   58
  279,20151211,   65
  279,20151212,   68
  279,20151213,   57
  279,20151214,   63
  279,20151215,   55
  279,20151216,   98
  279,20151217,  127
  279,20151218,  116
  279,20151219,  120
  279,20151220,  116
  279,20151221,  100
  279,20151222,  120
  279,20151223,   97
  279,20151224,   91
  279,20151225,   86
  279,20151226,  132
  279,20151227,  113
  279,20151228,   95
  279,20151229,   71
  279,20151230,   66
  279,20151231,   68
  310,20150101,   39
  310,20150102,   78
  310,20150103,   45
  310,20150104,   49
  310,20150105,   26
  310,20150106,   21
  310,20150107,   46
  310,20150108,   67
  310,20150109,   93
  310,20150110,   94
  310,20150111,   69
  310,20150112,   83
  310,20150113,   78
  310,20150114,   52
  310,20150115,   78
  310,20150116,   56
  310,20150117,   41
  310,20150118,   30
  310,20150119,   29
  310,20150120,   28
  310,20150121,   14
  310,20150122,   -4
  310,20150123,    5
  310,20150124,   42
  310,20150125,   55
  310,20150126,   68
  310,20150127,   58
  310,20150128,   59
  310,20150129,   43
  310,20150130,   38
  310,20150131,   35
  310,20150201,   44
  310,20150202,   32
  310,20150203,   32
  310,20150204,   23
  310,20150205,    8
  310,20150206,    4
  310,20150207,   30
  310,20150208,   57
  310,20150209,   50
  310,20150210,   56
  310,20150211,   44
  310,20150212,   41
  310,20150213,   59
  310,20150214,   70
  310,20150215,   54
  310,20150216,   26
  310,20150217,   51
  310,20150218,   36
  310,20150219,   39
  310,20150220,   56
  310,20150221,   45
  310,20150222,   47
  310,20150223,   58
  310,20150224,   57
  310,20150225,   50
  310,20150226,   64
  310,20150227,   51
  310,20150228,   56
  310,20150301,   79
  310,20150302,   61
  310,20150303,   56
  310,20150304,   61
  310,20150305,   59
  310,20150306,   66
  310,20150307,   77
  310,20150308,   76
  310,20150309,   74
  310,20150310,   73
  310,20150311,   57
  310,20150312,   73
  310,20150313,   64
  310,20150314,   45
  310,20150315,   59
  310,20150316,   69
  310,20150317,   80
  310,20150318,   62
  310,20150319,   64
  310,20150320,   50
  310,20150321,   65
  310,20150322,   53
  310,20150323,   51
  310,20150324,   55
  310,20150325,   57
  310,20150326,   57
  310,20150327,   70
  310,20150328,   85
  310,20150329,   94
  310,20150330,   80
  310,20150331,   92
  310,20150401,   76
  310,20150402,   65
  310,20150403,   65
  310,20150404,   60
  310,20150405,   62
  310,20150406,   70
  310,20150407,   81
  310,20150408,   83
  310,20150409,   94
  310,20150410,  122
  310,20150411,   98
  310,20150412,  102
  310,20150413,   88
  310,20150414,  120
  310,20150415,  146
  310,20150416,  112
  310,20150417,   90
  310,20150418,   91
  310,20150419,   82
  310,20150420,  111
  310,20150421,  102
  310,20150422,   89
  310,20150423,   89
  310,20150424,  118
  310,20150425,  122
  310,20150426,  109
  310,20150427,   84
  310,20150428,   86
  310,20150429,   99
  310,20150430,   96
  310,20150501,   91
  310,20150502,  112
  310,20150503,  129
  310,20150504,  145
  310,20150505,  145
  310,20150506,  120
  310,20150507,  119
  310,20150508,  148
  310,20150509,  131
  310,20150510,  137
  310,20150511,  158
  310,20150512,  134
  310,20150513,  123
  310,20150514,  114
  310,20150515,  103
  310,20150516,  121
  310,20150517,  126
  310,20150518,  116
  310,20150519,  103
  310,20150520,  106
  310,20150521,  129
  310,20150522,  133
  310,20150523,  130
  310,20150524,  129
  310,20150525,  127
  310,20150526,  129
  310,20150527,  135
  310,20150528,  139
  310,20150529,  121
  310,20150530,  124
  310,20150531,  135
  310,20150601,  131
  310,20150602,  147
  310,20150603,  143
  310,20150604,  172
  310,20150605,  187
  310,20150606,  145
  310,20150607,  141
  310,20150608,  132
  310,20150609,  121
  310,20150610,  152
  310,20150611,  186
  310,20150612,  205
  310,20150613,  166
  310,20150614,  152
  310,20150615,  143
  310,20150616,  136
  310,20150617,  167
  310,20150618,  144
  310,20150619,  141
  310,20150620,  145
  310,20150621,  157
  310,20150622,  134
  310,20150623,  135
  310,20150624,  164
  310,20150625,  177
  310,20150626,  195
  310,20150627,  176
  310,20150628,  188
  310,20150629,  179
  310,20150630,  217
  310,20150701,  249
  310,20150702,  209
  310,20150703,  223
  310,20150704,  224
  310,20150705,  182
  310,20150706,  181
  310,20150707,  189
  310,20150708,  161
  310,20150709,  153
  310,20150710,  190
  310,20150711,  195
  310,20150712,  174
  310,20150713,  174
  310,20150714,  178
  310,20150715,  180
  310,20150716,  200
  310,20150717,  200
  310,20150718,  179
  310,20150719,  175
  310,20150720,  189
  310,20150721,  193
  310,20150722,  186
  310,20150723,  180
  310,20150724,  195
  310,20150725,  158
  310,20150726,  153
  310,20150727,  169
  310,20150728,  163
  310,20150729,  151
  310,20150730,  136
  310,20150731,  159
  310,20150801,  180
  310,20150802,  192
  310,20150803,  205
  310,20150804,  178
  310,20150805,  201
  310,20150806,  192
  310,20150807,  189
  310,20150808,  194
  310,20150809,  195
  310,20150810,  189
  310,20150811,  193
  310,20150812,  205
  310,20150813,  214
  310,20150814,  203
  310,20150815,  175
  310,20150816,  170
  310,20150817,  156
  310,20150818,  150
  310,20150819,  189
  310,20150820,  192
  310,20150821,  213
  310,20150822,  223
  310,20150823,  199
  310,20150824,  176
  310,20150825,  172
  310,20150826,  197
  310,20150827,  160
  310,20150828,  167
  310,20150829,  185
  310,20150830,  205
  310,20150831,  194
  310,20150901,  165
  310,20150902,  153
  310,20150903,  140
  310,20150904,  141
  310,20150905,  141
  310,20150906,  140
  310,20150907,  153
  310,20150908,  150
  310,20150909,  159
  310,20150910,  155
  310,20150911,  159
  310,20150912,  167
  310,20150913,  140
  310,20150914,  146
  310,20150915,  138
  310,20150916,  161
  310,20150917,  149
  310,20150918,  142
  310,20150919,  146
  310,20150920,  150
  310,20150921,  147
  310,20150922,  133
  310,20150923,  143
  310,20150924,  141
  310,20150925,  135
  310,20150926,  135
  310,20150927,  133
  310,20150928,  132
  310,20150929,  133
  310,20150930,  134
  310,20151001,  128
  310,20151002,  123
  310,20151003,  129
  310,20151004,  129
  310,20151005,  145
  310,20151006,  158
  310,20151007,  151
  310,20151008,  132
  310,20151009,  129
  310,20151010,  120
  310,20151011,   86
  310,20151012,   77
  310,20151013,   69
  310,20151014,   74
  310,20151015,   68
  310,20151016,   94
  310,20151017,  103
  310,20151018,  102
  310,20151019,  120
  310,20151020,  118
  310,20151021,  109
  310,20151022,  131
  310,20151023,  124
  310,20151024,  123
  310,20151025,  114
  310,20151026,  118
  310,20151027,  132
  310,20151028,  131
  310,20151029,  110
  310,20151030,  119
  310,20151031,  120
  310,20151101,  113
  310,20151102,   93
  310,20151103,  115
  310,20151104,  130
  310,20151105,  137
  310,20151106,  151
  310,20151107,  153
  310,20151108,  141
  310,20151109,  138
  310,20151110,  140
  310,20151111,  128
  310,20151112,  132
  310,20151113,  121
  310,20151114,  109
  310,20151115,  142
  310,20151116,  127
  310,20151117,  141
  310,20151118,  135
  310,20151119,  118
  310,20151120,   98
  310,20151121,   67
  310,20151122,   45
  310,20151123,   53
  310,20151124,   59
  310,20151125,   82
  310,20151126,   76
  310,20151127,   64
  310,20151128,   76
  310,20151129,  113
  310,20151130,  109
  310,20151201,  106
  310,20151202,  107
  310,20151203,   97
  310,20151204,   97
  310,20151205,   82
  310,20151206,  104
  310,20151207,  101
  310,20151208,   96
  310,20151209,   86
  310,20151210,   63
  310,20151211,   83
  310,20151212,   91
  310,20151213,   81
  310,20151214,   69
  310,20151215,   84
  310,20151216,  113
  310,20151217,  120
  310,20151218,  110
  310,20151219,  116
  310,20151220,  114
  310,20151221,  103
  310,20151222,  124
  310,20151223,  104
  310,20151224,   98
  310,20151225,   99
  310,20151226,  119
  310,20151227,  110
  310,20151228,   93
  310,20151229,   94
  310,20151230,   89
  310,20151231,   88
